Id	rnase0	rnase1	rnase2	rnase3	rnase4	rnase5
Itm2a	3	18	162	144	158	142
Sergef	2	10	43	44	42	27
Fam109a	0	1	23	6	8	6
Dhx9	18	61	598	568	720	640
Ssu72	6	33	389	427	557	461
Olfr1018	0	0	0	0	0	0
Fam71e2	0	0	0	0	0	0
Eif2b2	1	15	118	126	149	142
Mks1	0	2	8	6	4	12
Hebp2	0	0	6	8	9	6
Vps28	7	56	433	396	488	422
Setd6	1	2	28	22	17	24
Gstm2	0	1	15	6	10	7
Psma4	9	49	496	507	590	518
Pex19	7	52	353	347	387	367
Katnbl1	1	3	27	25	30	24
Tsnaxip1	0	0	3	2	1	2
Bcl7a	3	14	159	201	241	248
Dio1	0	0	0	0	0	0
Bnip3l	12	43	474	425	539	491
Capzb	14	125	1223	1239	1432	1409
Dnajc21	2	2	33	43	53	42
Cachd1	7	33	341	271	276	278
Olfr955	0	0	0	0	0	0
Snip1	0	9	52	48	50	44
Ptgr1	0	1	29	18	22	21
Vmn1r5	0	0	0	0	0	0
Npy	4	49	446	272	331	293
B9d2	3	28	157	70	51	49
Ap5s1	1	9	58	46	45	34
Syt2	0	5	70	65	73	59
Ppia	78	607	6071	6200	7785	7484
Phax	3	20	136	183	242	224
Lnx2	0	4	19	11	16	15
4932418E24Rik	0	0	3	2	3	3
Itgb7	0	1	3	3	4	3
Rplp2	6	31	261	296	346	306
Strbp	11	56	380	410	459	509
4930444G20Rik	0	0	0	0	0	0
Olfr799	0	0	0	0	0	0
Gm10220	0	0	0	0	0	0
Dhrs2	0	0	0	0	0	0
Ankk1	0	0	0	0	0	0
Ttll11	1	16	69	40	62	62
Fam187b	0	0	1	0	2	2
B3gnt3	0	2	4	2	0	1
4930467E23Rik	0	0	0	0	0	0
Olfr1221	0	0	0	0	0	0
Zdhhc23	0	11	88	69	79	71
Psmg2	3	12	95	103	123	101
Mettl22	2	7	50	32	30	30
Adrb1	2	18	103	51	33	28
Ifi30	0	0	15	10	14	11
Lrrn4cl	0	0	0	0	0	0
Hprt	11	65	817	922	1186	1155
Gkn1	0	0	0	0	0	0
Gm4736	0	0	0	0	0	0
Fabp9	0	0	0	0	0	0
Fignl2	0	0	1	2	0	1
Tlr9	1	7	25	17	20	11
Olfr1466	0	0	0	0	0	0
Kcnh1	5	19	149	131	124	125
Spaca7	0	0	0	0	0	0
Lrat	0	0	0	1	0	0
Otop2	0	0	1	1	1	0
Rnf115	5	11	236	202	262	263
Hdgf	2	25	217	266	307	270
Chst12	1	13	81	60	67	57
1700019D03Rik	1	2	3	4	6	3
Sowahc	3	14	110	64	99	68
Nup188	3	14	84	71	82	77
Vmn1r184	0	0	0	0	0	0
Gpx2	0	0	0	0	0	0
Olfr1084	0	0	0	0	0	0
Msmb	0	0	0	0	0	0
Pithd1	5	28	194	114	138	115
Ptprb	5	1	43	29	30	44
Rab9b	2	8	108	123	155	117
Ccdc155	0	0	7	5	1	3
Vsig8	0	1	1	0	0	0
Tmem88b	4	42	226	75	85	51
Prkag2	6	32	304	223	280	243
Nmt1	16	70	622	480	571	552
Cd22	0	0	1	0	1	0
Gpr111	0	0	0	1	0	0
Slc15a1	0	0	1	0	1	1
Batf3	0	0	0	2	0	0
Slc47a1	0	0	3	0	1	1
Sharpin	4	38	225	136	151	120
Pbx4	3	4	30	19	26	22
Nup210	6	21	174	135	139	139
Dnaic1	1	1	20	16	19	14
Nos1	8	59	521	385	419	372
Sod2	20	105	1278	875	1219	1096
Cdk6	1	0	8	13	6	3
C1rl	0	0	4	2	0	0
Tcea2	3	9	76	71	68	55
Fam83h	0	1	1	0	2	1
Il17ra	3	4	40	34	44	36
Bdkrb1	0	0	0	1	2	0
Sgk1	9	30	302	260	298	298
Aig1	11	26	316	250	268	249
Atp6v1e1	25	187	1934	2062	2692	2718
D430042O09Rik	0	5	50	34	46	52
l7Rn6	7	17	184	180	227	172
Sufu	2	4	61	56	45	55
Iltifb	0	0	0	0	0	0
Zscan22	0	4	24	17	38	28
Olfr902	0	0	0	0	0	0
Gm8994	0	0	0	1	0	0
Olfr862	0	0	0	0	0	0
Olfr279	0	0	0	0	0	0
Dda1	0	28	177	127	175	146
Ptprk	7	33	302	223	270	261
Mdc1	3	12	92	66	105	101
Kit	26	55	760	632	742	662
Gata1	0	0	0	0	0	0
Cnga4	0	0	4	1	0	2
E130309D14Rik	0	17	69	43	34	24
Apol7c	0	0	0	0	0	0
Neil2	0	0	1	2	3	1
Rad51d	0	3	42	28	30	25
H2-Bl	0	0	2	0	0	0
Cacfd1	4	14	85	68	48	47
Atp7b	0	2	14	7	6	1
Grem2	1	9	61	44	46	39
Glt6d1	0	0	0	0	0	0
Gli1	1	0	1	2	0	3
Il10rb	1	10	30	31	43	27
Fstl3	0	0	2	0	0	0
Ccdc71	1	17	98	72	71	80
Rho	0	0	0	0	0	0
Nt5dc1	0	4	12	3	13	12
Obox5	0	0	0	0	0	0
4931428F04Rik	2	9	51	21	29	17
Rbbp6	5	26	231	230	332	290
Gbf1	4	48	313	235	276	252
Plp1	365	2433	25557	16964	16610	16633
Gm7030	0	0	0	0	0	0
Slc6a20b	0	0	0	0	0	0
Tst	6	17	171	97	117	80
Bpifb6	0	0	0	0	0	0
1700015E13Rik	0	0	0	0	0	0
Nid2	1	7	88	46	72	53
Fam117b	10	59	433	249	306	246
C1qtnf7	2	0	3	3	6	1
Pcdhga2	4	14	156	146	121	150
Crabp2	0	0	3	1	2	1
Ehmt1	5	23	138	147	185	170
Ubr3	18	113	970	818	988	897
Asic3	0	0	0	0	0	0
Dnajc7	9	46	432	432	659	594
Csn3	0	0	0	0	0	0
Tor3a	0	1	28	25	32	23
Ccdc134	0	0	16	11	17	18
Il4i1	0	1	1	1	0	0
Nup37	0	3	13	11	15	8
Sppl2b	7	25	198	112	111	111
Cxcl13	0	0	0	0	0	0
Aimp1	7	37	251	290	380	346
Rpl24	29	74	716	674	914	857
Phospho1	1	12	40	24	33	24
Mrpl48	7	19	150	143	176	201
Mlf2	26	199	1444	1025	1007	798
Popdc2	0	0	1	0	0	0
Dock6	0	4	33	25	21	19
Timp1	0	1	1	4	1	2
Mup14	0	0	0	0	0	0
Foxe1	0	0	0	0	0	0
Zfp703	9	53	302	127	149	110
Tmigd1	0	0	0	1	1	0
Fam207a	2	9	112	95	99	77
Olfr374	0	0	0	0	0	0
Wls	11	38	355	359	277	275
Wdr3	4	8	61	61	74	68
Ctbp2	2	14	104	93	87	87
Casp12	0	0	0	2	0	3
Itpripl2	0	2	4	4	0	3
Ankmy1	0	0	0	0	1	1
Zdhhc11	0	0	0	0	0	0
Zbtb22	3	16	61	43	30	29
Ap1s1	8	47	522	552	660	657
Ptprs	58	369	2266	1579	1667	1319
Plekhn1	0	1	3	1	1	1
Gprc5b	20	131	909	660	517	476
Tubb4b	40	330	2930	1897	1953	1780
Zfp558	0	1	5	6	4	5
Tmc2	0	0	0	0	0	0
Lta4h	2	33	223	197	236	202
Cylc2	0	0	0	0	0	0
Rasa2	5	11	65	50	80	84
Dnah9	3	12	95	66	61	63
Agpat3	9	63	386	312	291	231
Zfp362	3	17	58	53	37	42
Mbl2	0	0	0	2	0	0
Mrc2	1	3	59	39	23	26
1190002N15Rik	6	32	219	101	90	94
Med23	7	18	225	176	245	200
Icmt	8	22	144	116	77	88
D630033O11Rik	0	0	2	5	0	2
Rgl1	5	30	111	73	108	96
H2bfm	0	0	0	0	0	0
Msl3l2	2	13	101	63	68	50
Cpxm1	6	4	17	23	17	18
Alms1	4	9	30	18	20	27
Nmral1	0	6	80	68	82	63
Klhl31	0	0	4	5	2	4
Vmn1r58	0	0	0	0	0	0
Ppp2ca	51	246	2517	2148	2571	2304
Ocrl	10	19	189	186	243	210
Svs1	0	0	0	0	0	0
Il10	0	0	0	0	0	0
D11Wsu47e	0	4	27	21	25	16
Ppp2r5b	8	33	198	160	173	165
Olfr103	0	0	0	0	0	0
Rpl27	21	79	769	751	866	786
Il23r	0	0	0	0	0	0
Cuzd1	0	0	1	3	0	2
Tecr	59	346	3447	2149	2184	2021
Slc22a16	0	0	0	0	0	0
Caprin1	20	75	769	714	947	919
Olfr876	0	0	0	0	0	1
Ndufb3	3	23	218	322	533	493
Mdm4	4	5	52	63	86	84
Senp3	10	22	152	111	101	88
Ptpru	4	33	231	133	138	128
Sytl1	0	0	1	0	1	0
Zdhhc16	3	12	56	42	31	24
Arrdc5	0	0	0	0	0	0
Scarb1	1	11	84	49	75	49
Mrpl1	3	8	83	77	103	115
Olfr193	0	0	0	0	0	0
Eva1b	1	0	7	4	4	4
Fas	0	0	0	2	6	7
Gm11570	0	0	1	0	0	0
Ube2m	12	78	542	413	503	413
Trim24	3	21	145	114	121	133
Pla2g12a	3	13	114	51	76	60
Pf4	0	1	5	2	5	1
Elavl3	15	130	994	649	764	697
Olfr869	0	0	0	0	0	0
Bcat1	6	48	350	375	391	345
AF251705	0	2	7	5	6	3
Ankrd49	4	3	36	23	42	44
Npm1	12	45	546	677	858	868
Mboat7	11	116	909	495	435	405
Ppm1h	5	38	225	144	141	112
Rbm25	6	22	215	260	406	405
Gclm	4	10	175	183	210	244
Ran	22	133	1362	1061	1169	1060
Cep63	1	0	16	24	31	22
Fcgr4	0	0	0	3	0	1
Mtus2	0	11	89	78	94	71
Tars2	5	13	69	41	71	54
Mrgprx1	0	0	0	0	0	0
Grik3	2	17	141	78	98	98
Fam173b	0	0	10	12	13	11
Stxbp5	8	41	289	299	327	328
Olfr723	0	0	0	0	0	0
Mcat	0	9	57	44	48	23
Olfr1451	0	0	0	0	0	0
Gcdh	3	7	86	70	67	65
Ccdc68	0	1	3	1	0	3
Dmap1	2	11	143	157	162	163
Hr	0	4	23	18	9	11
Rufy1	3	13	100	88	113	124
Wasf3	19	54	273	168	200	142
Olfr1504	0	0	0	0	0	0
Gtse1	0	0	9	2	4	4
Snap29	0	11	108	103	129	113
5730455P16Rik	9	23	179	193	253	233
Olfr160	0	0	0	0	0	0
Sfrp1	0	10	43	57	37	31
Gm11544	0	0	0	0	0	0
Gbas	8	21	262	250	324	249
Rhag	0	0	0	0	0	0
Olfr685	0	0	0	0	0	0
Tmem255b	1	2	16	12	14	11
Efhc1	0	0	13	9	5	7
Prss36	3	4	35	19	21	17
Smok3b	0	0	0	0	0	0
Mab21l3	0	0	1	0	0	0
AI593442	10	71	556	387	431	391
Sfxn2	1	0	6	4	4	13
Bglap2	0	0	0	0	0	0
Kctd15	0	3	17	11	16	10
Paf1	3	29	173	191	222	218
Ssxb1	0	0	0	0	0	0
Rfx3	8	50	362	330	384	408
Luzp2	7	29	314	425	611	597
Ccdc30	3	3	26	24	29	34
Tmco1	10	20	220	180	169	201
E2f5	1	4	43	34	42	32
Cfap46	0	1	2	4	9	2
Qtrt1	0	9	41	29	27	21
Fam89b	2	10	111	63	63	41
Taf6l	1	16	82	55	43	50
Gm5148	13	2	7	3	2	0
Kctd16	3	18	140	160	204	190
Htt	15	114	794	559	613	620
Rbm43	4	7	68	57	86	69
Rbm12b1	0	0	5	6	3	0
Got1	26	162	1849	1591	1755	1593
Nufip2	15	63	331	266	415	275
Zfp688	2	4	23	26	23	15
Pmel	0	0	8	4	4	5
Nelfa	2	14	118	100	86	81
Tmprss13	0	0	0	0	0	0
Cphx2	0	0	0	0	0	0
B3galnt2	1	3	10	18	18	11
Grin2b	32	170	1337	1083	1261	1127
Efs	0	2	28	25	16	15
1110065P20Rik	10	20	59	35	27	28
Serpina3n	7	51	598	596	713	656
2410012M07Rik	0	0	0	0	0	0
Crispld2	0	2	5	4	6	2
Srp68	5	24	222	201	259	219
Cd46	0	1	0	0	0	0
Akr1c18	1	2	5	9	13	10
Alg1	4	15	128	84	98	92
Tfeb	2	6	78	38	43	51
Slc5a8	0	0	0	1	0	0
Ppp4r1	4	3	45	31	42	40
Sh2d4a	0	0	0	1	1	1
Pgm2	2	33	361	345	402	356
Spink10	0	0	1	1	2	3
Tmem180	0	14	97	52	42	33
Ptgir	0	0	1	0	0	0
Gpr3	2	5	31	24	13	7
Dusp7	6	49	312	182	180	141
Gpr137	13	56	218	128	78	74
Zfp760	0	1	4	13	14	13
Ms4a6c	0	0	1	0	1	2
Mfn1	9	13	131	137	184	190
Atp7a	5	11	91	70	110	98
Vegfa	2	12	76	77	72	51
Cd97	1	7	47	31	38	27
Asph	9	45	468	495	555	579
Cysltr2	0	0	3	0	1	3
Olfr30	0	0	0	0	0	0
Olfr921	0	0	0	0	0	0
Fam154a	0	0	0	0	0	0
Trafd1	3	18	166	130	183	136
Kir3dl2	0	0	0	0	0	1
Il1f10	0	0	0	0	0	0
Crip2	10	70	550	363	446	314
Cacng2	3	12	99	55	44	41
Cyp3a57	0	0	0	0	0	0
Srsf3	8	64	485	514	607	509
Olfr62	0	0	0	0	0	0
Sox10	6	44	367	210	185	178
Chchd2	1	3	88	31	0	0
Olfr553	0	0	0	0	0	0
Olfr270	0	0	0	0	0	0
Ggcx	4	18	119	94	107	80
Sgk3	4	1	34	33	44	44
Mipol1	0	1	13	25	31	26
Hist1h4i	1	15	121	65	65	67
Slc24a3	22	119	864	650	666	656
Cers6	13	33	319	239	248	267
Adamts4	3	50	466	264	271	247
Akr1b8	0	0	1	3	2	0
Otud6b	7	9	93	125	161	170
Il2ra	0	0	0	0	1	0
Cpt1a	1	14	173	149	133	147
Kbtbd4	4	9	111	76	93	78
Arl6ip5	11	63	786	689	704	749
Rab2b	2	9	87	77	118	103
Olfr1026	0	0	0	0	0	0
Gga3	6	32	255	183	196	220
Yes1	2	5	33	35	45	32
Gm7257	0	0	0	0	0	0
Pld3	58	436	4699	3379	3251	2716
Dedd	2	8	53	37	50	24
Mcm10	0	0	3	1	1	1
Gm12253	0	0	0	0	0	0
Chp2	0	0	5	0	4	3
Oser1	0	10	74	63	80	68
Tmem47	17	53	636	522	498	487
Ccdc28b	1	12	105	57	75	55
AW146154	1	2	10	6	9	12
Otor	0	0	0	0	0	0
Dpyd	2	6	50	64	62	69
Lypd8	0	0	0	1	0	0
Abcb6	5	10	136	87	62	74
Tbc1d14	5	15	137	103	132	171
Ms4a6d	1	1	8	3	4	4
Cdca7	1	0	10	12	9	10
Ccnl2	2	23	99	100	84	96
Wdr47	12	41	481	445	595	585
Atp1a2	103	652	5571	4370	4633	4413
Tas2r136	0	0	0	0	0	0
Ptpn11	12	22	244	266	316	339
Vmn1r32	0	0	0	0	0	0
Slc5a5	1	15	122	100	79	70
Pbk	0	1	1	12	5	6
Ctdnep1	6	30	119	71	99	90
Clec4d	0	0	0	0	0	0
Lyzl6	0	0	0	0	0	0
Cyp2t4	0	0	0	0	0	0
Zik1	2	2	23	26	42	38
Oaz3	0	1	0	0	0	0
Spata7	1	8	44	39	67	48
Ppargc1b	0	9	49	34	34	31
Lig1	0	2	17	19	25	17
Pqbp1	1	51	310	229	298	250
Kcna4	3	15	143	101	102	104
Bean1	1	5	19	9	7	4
Kdm5d	3	9	61	43	48	57
Ovol2	0	0	4	6	4	5
Haao	0	0	0	0	0	1
Cux1	3	12	76	60	62	65
Creb3l2	1	10	61	54	56	49
Phf11b	0	0	1	0	0	0
Alg8	2	5	60	52	34	41
Magee1	24	225	2124	1359	1435	1221
Ssfa2	3	17	81	60	76	70
Gtpbp1	3	22	209	144	202	152
Cdca2	0	0	2	1	3	1
Prok1	0	0	0	0	0	0
Vmn1r73	0	0	0	0	0	0
BC068281	1	6	53	42	45	42
Zfp386	1	3	50	33	42	34
Stk38l	2	11	52	59	76	84
Cox15	4	14	138	93	124	96
AW549877	5	13	100	127	117	151
Olfr796	0	0	0	0	0	0
Coro1b	5	20	287	182	190	164
Uts2r	0	0	3	0	1	1
Pdgfa	5	18	55	37	46	38
Fbxo4	1	7	24	18	21	22
Uba1	49	344	3137	2488	2814	2598
Pcsk4	0	0	4	2	2	1
Rabl2	3	9	60	54	74	67
Rad54l2	3	9	31	18	35	27
Tsen34	8	52	487	284	240	182
Gjb2	1	2	23	20	29	21
Itgb2	1	0	54	32	28	31
Zfp513	1	9	55	23	36	32
Olfr1443	0	0	0	0	0	0
Pcdha5	2	7	73	67	61	44
Ccno	0	3	8	12	6	8
Dhdds	3	20	182	177	208	201
Zyg11b	16	125	1111	843	1007	1028
Man1a2	6	15	154	154	150	139
Sim1	0	0	0	0	0	0
Samhd1	4	4	55	34	38	53
Pde4d	4	22	93	89	106	85
Nubp1	3	2	45	43	32	32
Olfr1380	0	0	0	0	0	0
Hlx	1	0	4	1	3	0
Olfr328	0	0	0	0	0	0
Olfr403	0	0	0	0	0	0
Slc25a25	4	17	157	124	141	153
Ctdspl2	2	7	99	119	146	132
Six5	0	3	6	2	3	2
Sel1l	31	104	1139	1024	1141	1145
Obp2a	0	0	0	0	0	0
Pomc	1	1	7	4	5	1
Nhlrc1	2	17	81	44	54	44
Per3	5	8	53	39	42	34
Nkiras2	1	1	13	11	10	22
Copg2	16	79	573	520	600	592
Ddx26b	1	6	34	31	32	28
Apoa1bp	7	24	225	148	153	109
Zfp236	3	6	44	30	34	43
Lrrc10b	10	37	47	14	10	11
Ube2d2a	8	34	451	330	423	356
Mthfd1	3	29	277	218	247	249
Chd2	3	20	81	97	136	111
Vmn1r78	0	0	0	0	0	0
Noxo1	0	0	2	0	0	2
Ints1	7	50	362	295	236	216
1700093K21Rik	0	0	0	0	0	0
Itih3	5	10	64	63	82	63
Gm2042	0	0	0	0	0	0
Olfr127	0	0	0	0	0	0
Nxf2	0	1	1	3	1	1
Krt1	0	3	27	26	19	11
Hoxb5	0	0	1	0	0	0
Amdhd2	1	8	64	32	27	11
Scyl1	5	20	147	87	106	85
Olfr57	0	0	0	0	0	0
Elmod3	4	11	40	25	36	37
Capn3	0	4	74	71	82	93
Raet1a	0	0	0	0	0	0
Crb3	0	1	4	0	2	2
Lama1	1	5	20	26	20	28
Fanca	0	1	1	2	2	0
Tmem86a	0	15	119	49	43	44
C87499	0	0	0	0	0	0
Xaf1	1	2	6	6	11	9
Josd1	2	5	58	34	52	50
Cpne2	1	14	134	129	187	136
AI464131	4	30	266	173	158	137
Ly6c2	0	0	1	0	1	0
Crygn	0	1	8	5	5	3
Olfr774	0	0	0	0	0	0
Chmp2a	7	42	295	266	337	339
Dnase1	0	0	0	0	0	0
Olfr659	0	0	0	0	0	0
Zfand1	1	1	35	43	57	47
Rnf208	8	23	87	51	81	65
Olfr352	0	0	0	0	0	0
Shisa4	16	50	348	234	272	217
Polr2l	4	14	184	192	155	132
Acacb	0	1	17	9	13	9
Vgll3	0	3	14	8	7	7
Glra2	3	5	44	39	58	53
Khdc1b	0	0	0	0	0	0
En1	38	16	53	32	3	11
Shank2	4	39	234	158	154	120
Rell1	1	3	47	38	37	30
Irak3	1	1	1	1	0	2
Pgrmc2	1	32	172	139	98	85
Prkcdbp	5	14	93	65	66	45
Map4k2	3	13	88	45	68	57
Olfr497	0	0	0	0	0	0
Mpc1	18	149	1206	690	613	618
Gm6583	0	0	0	0	0	0
Pbdc1	2	9	62	69	104	103
Urb1	3	2	50	24	34	37
Meis2	8	17	124	87	111	114
Asrgl1	3	30	269	361	466	452
Slc7a10	1	36	309	175	172	180
Robo2	12	44	420	358	448	404
Vmn1r129	0	0	0	0	0	0
Fam26e	2	5	70	57	58	44
Cacna2d1	31	130	1480	1340	1702	1671
Gtf3c1	5	48	397	315	393	394
Thoc7	7	16	138	132	204	207
Frmpd4	3	40	225	204	256	245
Cyp4a14	0	0	0	0	0	0
Alg14	0	1	58	37	50	27
Nom1	3	13	102	92	115	75
Lman2	5	52	299	212	243	209
Pla1a	0	1	4	0	2	2
Jade1	1	4	34	23	23	21
Tsen54	0	2	12	6	10	8
Tcf12	5	20	153	129	153	118
Smoc2	4	13	225	170	203	185
Proser3	1	5	16	9	15	14
BC017643	1	4	47	41	35	38
Hes2	0	0	0	0	0	0
Mybpc3	0	2	0	1	1	1
Tbc1d30	5	21	161	176	160	158
Taf12	1	4	44	37	51	50
Chst8	1	12	95	60	48	42
Lenep	0	1	0	0	0	0
Ept1	13	34	337	235	220	211
Clptm1	37	193	1810	1074	1115	1088
Sox15	0	0	2	0	0	0
Srek1ip1	1	2	24	32	48	54
Arhgdib	2	3	44	38	46	41
Tmem179	12	94	836	374	371	373
Aasdh	1	3	12	15	13	13
Ints8	7	10	99	107	132	134
Apbb1ip	2	1	28	18	35	24
Agxt	0	0	0	0	0	0
Stx6	2	23	165	153	195	195
Alkbh6	5	15	143	82	82	62
Fam104a	3	26	116	47	73	68
Dock10	8	28	220	169	233	212
Luc7l3	1	19	119	166	236	197
Pigz	0	11	57	27	35	19
Ect2l	0	0	0	1	0	0
Lsmem1	0	0	1	0	0	0
Slc22a6	0	2	12	16	8	7
Cog8	8	31	214	182	169	158
Uprt	0	6	106	80	107	97
Cd200r1	0	0	1	1	0	0
Cypt12	0	0	0	0	0	0
Plekhj1	6	9	115	121	135	91
Prkcz	10	45	240	234	258	269
Hira	5	18	60	38	44	36
Arfgap1	4	27	349	340	365	340
Olfr728	0	0	0	0	0	0
Ccdc122	1	0	2	6	6	10
R3hdm4	34	95	786	670	679	578
Olfr172	0	0	0	0	0	0
Psmd10	1	6	70	74	88	71
Pus7l	0	0	10	3	18	12
Zfp57	0	1	12	10	19	16
Gm694	0	1	7	5	5	2
Rps27a	38	58	559	619	905	794
Akip1	0	2	10	13	11	9
Rgs16	0	1	14	11	17	15
Slc23a1	0	0	2	1	1	1
Dcst1	0	0	13	3	7	2
Txndc8	0	0	0	0	0	0
Vmn2r60	0	0	0	0	0	0
Hnrnpdl	14	43	412	557	736	723
Esyt1	2	3	26	21	12	16
Lix1	7	15	143	134	147	111
Rpf1	1	6	65	60	70	58
Mapkbp1	2	19	101	71	76	82
Mettl2	1	6	39	36	40	25
Matn1	0	0	2	5	2	3
Hamp	0	0	0	0	0	0
Slfn2	0	0	4	2	3	8
Opn1sw	0	0	1	0	0	0
Nadsyn1	0	2	9	12	6	6
Olfr459	0	0	0	0	0	0
Ndrg4	98	739	7735	4619	5221	4599
Pyhin1	0	0	0	1	1	1
Fancf	1	6	31	15	18	8
Rdh16	0	0	0	0	0	0
Lamtor3	2	13	166	128	178	179
Defb30	0	0	0	1	1	0
Bst2	0	2	29	31	26	18
Serpinb1a	2	4	30	42	48	49
Man1c1	2	15	87	52	71	56
Acaa1b	0	0	1	1	0	0
Dip2c	11	37	311	263	303	236
Zfp668	0	11	89	57	57	41
Tead3	1	2	7	7	5	3
Hps3	2	7	62	50	55	67
Tssk2	0	0	0	0	0	0
Snd1	17	74	624	521	598	526
Nacc2	6	53	294	183	169	161
Ms4a8a	0	0	0	0	0	0
Klhl13	2	16	113	122	151	157
Fbxw27	0	0	0	0	0	0
Cand1	26	136	1478	1236	1522	1512
Ankrd27	2	9	41	29	45	32
Atg5	2	4	63	72	58	70
Zscan2	0	7	39	27	23	23
Mta2	4	23	130	126	129	128
Sbk1	0	25	101	79	79	53
Pts	2	4	95	82	121	106
Cdc123	12	20	204	175	236	210
Rangap1	14	133	1279	1158	1267	1085
Vmn1r172	0	0	0	0	0	0
Rabggtb	9	12	144	176	182	217
Ccdc24	1	0	3	0	0	1
Ctf1	0	3	13	6	3	2
Egfbp2	0	0	0	0	0	0
Olfr804	0	0	0	0	0	0
Mmadhc	3	13	114	139	184	200
Mybbp1a	5	36	270	194	238	208
Gm11744	0	0	0	1	0	0
Elovl2	0	13	83	48	42	50
Cndp2	1	12	177	178	179	172
Map7d1	15	131	806	568	586	475
Lin54	3	10	90	47	74	94
Tshz3	0	11	68	42	40	48
Pcna	6	25	215	231	261	233
Ifi44	0	0	1	0	2	0
Arhgap6	2	5	22	33	28	30
Clec4f	0	0	0	0	0	0
Hectd2	5	23	150	138	163	178
Gm13124	0	0	0	0	0	0
Gucy2c	0	0	1	0	0	1
Dhtkd1	1	0	8	6	7	4
Nfyb	2	15	78	66	110	94
Ammecr1l	0	7	45	55	52	42
Catsper3	0	0	1	1	1	0
C030039L03Rik	1	1	8	13	17	20
Tmem39b	2	6	99	47	31	38
St6gal2	1	18	83	66	41	39
Serp1	5	2	85	87	118	118
Lias	0	8	60	65	96	99
Ipo13	5	51	260	171	193	209
Pdha1	17	82	845	789	891	897
Postn	1	2	21	30	20	20
Nploc4	1	15	172	136	146	158
Cd2ap	2	2	20	24	41	46
Gm4981	0	0	0	0	0	0
Gm608	4	18	73	46	40	36
A130010J15Rik	1	3	18	20	14	7
Tomm7	4	22	225	220	352	331
Krt6b	0	0	0	0	0	0
Cd244	0	0	0	0	1	0
Skor2	0	0	0	0	0	0
Pbp2	0	0	0	0	0	0
Smg5	2	15	105	72	77	61
Rab3b	5	26	276	238	264	266
H2-M11	0	0	0	0	0	0
Zcchc12	2	37	351	287	249	204
Mpp3	1	30	251	190	282	236
Lrrc4b	17	188	788	391	352	291
Gm13212	0	0	0	0	0	0
H6pd	2	7	56	23	30	18
Cyp3a13	0	0	0	0	0	0
Ensa	10	48	483	573	799	655
Jmy	2	9	88	88	87	82
Golm1	10	10	191	186	226	171
Lag3	0	6	56	39	46	33
Enthd2	0	5	81	51	34	36
Vps26b	5	28	378	301	370	353
Psg27	0	0	0	0	0	0
4931431F19Rik	0	0	0	0	0	0
Chst3	0	1	21	15	19	13
Smarca2	18	97	761	595	684	694
Vmn2r82	0	0	0	0	0	0
Themis	0	0	0	0	0	0
Xrra1	0	0	10	5	9	1
Retsat	3	5	67	59	62	56
Fcnb	0	0	0	0	0	0
Ppp2r1a	76	455	4518	3691	4243	4009
Ripply3	0	0	1	1	1	0
Wdr34	3	19	123	53	47	55
Trim44	10	81	625	429	533	532
Pde1a	20	68	697	687	848	815
Ifltd1	0	1	2	0	2	0
Nudt10	0	0	4	2	3	1
Zfp281	7	22	286	231	286	274
Apela	0	0	0	0	1	1
Mtmr11	0	2	7	4	5	5
Mup11	0	0	0	0	0	0
Zmym2	14	44	436	383	559	556
Lpar3	0	0	1	6	2	1
Psg20	0	0	0	0	0	0
Mcee	4	12	107	132	195	166
Enkd1	1	3	45	25	21	18
Pdcd10	6	32	260	232	302	333
Ppp1r3g	0	6	23	17	20	7
Olfr787	0	0	0	0	0	0
Gsg2	0	1	0	1	2	0
Kcnq2	13	139	634	416	369	320
Gm6121	0	0	0	0	0	0
1810009A15Rik	0	4	42	41	72	57
Zfp933	1	3	18	20	29	29
Kif21a	15	56	345	373	469	459
Olfr622	0	0	0	0	0	0
Nek7	4	14	138	157	173	207
Cdipt	4	48	626	373	307	317
1700112E06Rik	0	0	1	0	2	1
Fkbp8	38	213	1582	1065	1054	867
Acsl3	23	95	870	773	860	940
Isoc2b	0	4	24	21	25	13
Aplp1	154	1248	7942	5896	5643	4481
Cct6b	0	0	0	0	0	0
Olfr1274-ps	0	0	0	0	0	0
Gm14137	0	1	2	0	0	0
Olfr1331	0	0	0	0	0	0
Gm11595	0	0	0	0	0	0
Mgme1	0	3	10	9	18	6
Usp3	4	7	63	45	51	65
Olfr1182	0	0	0	0	0	0
Gm20823	0	0	0	0	0	0
Olfr639	0	0	0	0	0	0
Pgbd5	8	65	538	371	408	340
Zp3	0	0	0	0	0	0
Mat2b	7	31	407	334	462	463
Igsf11	3	14	165	92	141	126
Ftmt	0	0	0	0	0	0
Pcdh9	22	106	899	780	986	1015
Cdk19	1	8	33	31	46	42
Kcnmb3	0	0	0	0	0	0
Amz2	4	11	76	56	75	78
Gstp2	0	0	0	0	5	6
Ear2	0	0	1	1	0	0
Gm20831	0	0	0	0	0	0
Ccng2	10	11	71	70	82	81
Rlf	6	15	83	99	102	84
Cct8	25	85	1118	1190	1381	1479
Gbp6	0	0	0	2	0	0
Scgb2b19	0	0	0	0	0	0
Phlda3	1	16	144	85	94	77
Mical3	2	11	68	54	64	57
Map3k13	2	18	72	46	69	61
Mrs2	2	15	88	83	82	53
